wl,n
0.322,1.95718
0.323,1.93520
0.324,1.91098
0.325,1.88440
0.326,1.85538
0.327,1.82385
0.328,1.78974
0.329,1.75301
0.330,1.71366
0.331,1.67192
0.332,1.62829
0.333,1.58321
0.334,1.53703
0.335,1.49011
0.336,1.44275
0.337,1.39524
0.338,1.34783
0.339,1.30079
0.340,1.25433
0.341,1.20870
0.342,1.16410
0.343,1.12075
0.344,1.07883
0.345,1.03843
0.346,0.99955
0.347,0.96218
0.348,0.92635
0.349,0.89208
0.350,0.85938
0.351,0.82829
0.352,0.79883
0.353,0.77105
0.354,0.74497
0.355,0.72064
0.356,0.69809
0.357,0.67735
0.358,0.65847
0.359,0.64148
0.360,0.62629
0.361,0.61275
0.362,0.60067
0.363,0.58989
0.364,0.58025
0.365,0.57158
0.366,0.56374
0.367,0.55657
0.368,0.54994
0.369,0.54369
0.370,0.53768
0.371,0.53180
0.372,0.52590
0.373,0.51986
0.374,0.51357
0.375,0.50691
0.376,0.49980
0.377,0.49230
0.378,0.48448
0.379,0.47641
0.380,0.46816
0.381,0.45980
0.382,0.45138
0.383,0.44296
0.384,0.43459
0.385,0.42634
0.386,0.41824
0.387,0.41035
0.388,0.40273
0.389,0.39541
0.390,0.38843
0.391,0.38186
0.392,0.37572
0.393,0.37005
0.394,0.36488
0.395,0.36018
0.396,0.35590
0.397,0.35198
0.398,0.34839
0.399,0.34509
0.400,0.34202
0.401,0.33915
0.402,0.33644
0.403,0.33385
0.404,0.33135
0.405,0.32889
0.406,0.32644
0.407,0.32397
0.408,0.32144
0.409,0.31882
0.410,0.31608
0.411,0.31320
0.412,0.31013
0.413,0.30686
0.414,0.30336
0.415,0.29967
0.416,0.29578
0.417,0.29174
0.418,0.28755
0.419,0.28323
0.420,0.27880
0.421,0.27429
0.422,0.26969
0.423,0.26504
0.424,0.26034
0.425,0.25561
0.426,0.25086
0.427,0.24611
0.428,0.24138
0.429,0.23666
0.430,0.23199
0.431,0.22736
0.432,0.22280
0.433,0.21831
0.434,0.21390
0.435,0.20959
0.436,0.20539
0.437,0.20128
0.438,0.19727
0.439,0.19336
0.440,0.18955
0.441,0.18582
0.442,0.18219
0.443,0.17864
0.444,0.17518
0.445,0.17180
0.446,0.16851
0.447,0.16529
0.448,0.16215
0.449,0.15909
0.450,0.15611
0.451,0.15320
0.452,0.15036
0.453,0.14759
0.454,0.14489
0.455,0.14226
0.456,0.13969
0.457,0.13719
0.458,0.13475
0.459,0.13237
0.460,0.13005
0.461,0.12779
0.462,0.12559
0.463,0.12344
0.464,0.12135
0.465,0.11931
0.466,0.11732
0.467,0.11538
0.468,0.11349
0.469,0.11165
0.470,0.10986
0.471,0.10811
0.472,0.10641
0.473,0.10475
0.474,0.10314
0.475,0.10156
0.476,0.10003
0.477,0.09853
0.478,0.09707
0.479,0.09565
0.480,0.09427
0.481,0.09292
0.482,0.09160
0.483,0.09032
0.484,0.08907
0.485,0.08785
0.486,0.08666
0.487,0.08550
0.488,0.08436
0.489,0.08326
0.490,0.08218
0.491,0.08112
0.492,0.08009
0.493,0.07908
0.494,0.07809
0.495,0.07711
0.496,0.07616
0.497,0.07523
0.498,0.07431
0.499,0.07340
0.500,0.07251
0.501,0.07163
0.502,0.07076
0.503,0.06991
0.504,0.06906
0.505,0.06822
0.506,0.06739
0.507,0.06657
0.508,0.06575
0.509,0.06494
0.510,0.06413
0.511,0.06333
0.512,0.06253
0.513,0.06173
0.514,0.06093
0.515,0.06013
0.516,0.05933
0.517,0.05852
0.518,0.05772
0.519,0.05691
0.520,0.05611
0.521,0.05530
0.522,0.05449
0.523,0.05369
0.524,0.05288
0.525,0.05208
0.526,0.05128
0.527,0.05049
0.528,0.04970
0.529,0.04892
0.530,0.04815
0.531,0.04738
0.532,0.04662
0.533,0.04586
0.534,0.04512
0.535,0.04439
0.536,0.04366
0.537,0.04295
0.538,0.04225
0.539,0.04155
0.540,0.04088
0.541,0.04021
0.542,0.03956
0.543,0.03892
0.544,0.03830
0.545,0.03769
0.546,0.03710
0.547,0.03652
0.548,0.03596
0.549,0.03541
0.550,0.03489
0.551,0.03438
0.552,0.03389
0.553,0.03341
0.554,0.03296
0.555,0.03252
0.556,0.03210
0.557,0.03169
0.558,0.03129
0.559,0.03091
0.560,0.03055
0.561,0.03019
0.562,0.02985
0.563,0.02951
0.564,0.02918
0.565,0.02887
0.566,0.02856
0.567,0.02825
0.568,0.02796
0.569,0.02766
0.570,0.02738
0.571,0.02710
0.572,0.02682
0.573,0.02654
0.574,0.02626
0.575,0.02599
0.576,0.02572
0.577,0.02545
0.578,0.02517
0.579,0.02490
0.580,0.02462
0.581,0.02434
0.582,0.02406
0.583,0.02378
0.584,0.02349
0.585,0.02320
0.586,0.02290
0.587,0.02260
0.588,0.02229
0.589,0.02197
0.590,0.02165
0.591,0.02132
0.592,0.02098
0.593,0.02064
0.594,0.02028
0.595,0.01992
0.596,0.01955
0.597,0.01918
0.598,0.01880
0.599,0.01841
0.600,0.01802
0.601,0.01762
0.602,0.01723
0.603,0.01682
0.604,0.01642
0.605,0.01601
0.606,0.01561
0.607,0.01520
0.608,0.01479
0.609,0.01438
0.610,0.01397
0.611,0.01356
0.612,0.01315
0.613,0.01274
0.614,0.01234
0.615,0.01194
0.616,0.01154
0.617,0.01114
0.618,0.01075
0.619,0.01036
0.620,0.00997
0.621,0.00959
0.622,0.00922
0.623,0.00885
0.624,0.00848
0.625,0.00813
0.626,0.00777
0.627,0.00743
0.628,0.00709
0.629,0.00676
0.630,0.00644
0.631,0.00612
0.632,0.00581
0.633,0.00552
0.634,0.00523
0.635,0.00495
0.636,0.00467
0.637,0.00441
0.638,0.00416
0.639,0.00392
0.640,0.00369
0.641,0.00347
0.642,0.00326
0.643,0.00305
0.644,0.00286
0.645,0.00268
0.646,0.00250
0.647,0.00233
0.648,0.00217
0.649,0.00202
0.650,0.00188
0.651,0.00174
0.652,0.00161
0.653,0.00149
0.654,0.00137
0.655,0.00126
0.656,0.00116
0.657,0.00106
0.658,0.00097
0.659,0.00089
0.660,0.00081
0.661,0.00073
0.662,0.00066
0.663,0.00060
0.664,0.00054
0.665,0.00048
0.666,0.00043
0.667,0.00038
0.668,0.00033
0.669,0.00029
0.670,0.00026
0.671,0.00022
0.672,0.00019
0.673,0.00017
0.674,0.00014
0.675,0.00012
0.676,0.00010
0.677,0.00008
0.678,0.00007
0.679,0.00005
0.680,0.00004
0.681,0.00003
0.682,0.00003
0.683,0.00002
0.684,0.00001
0.685,0.00001
0.686,0.00001
0.687,0
0.688,0
0.689,0
0.690,0
0.691,0
0.692,0
0.693,0
0.694,0
0.695,0
0.696,0
0.697,0
0.698,0
0.699,0
0.700,0
0.701,0
0.702,0
0.703,0
0.704,0
0.705,0
0.706,0
0.707,0
0.708,0
0.709,0
0.710,0
0.711,0
0.712,0
0.713,0
0.714,0
0.715,0
0.716,0
0.717,0
0.718,0
0.719,0
0.720,0
0.721,0
0.722,0
0.723,0
0.724,0
0.725,0
0.726,0
0.727,0
0.728,0
0.729,0
0.730,0
0.731,0
0.732,0
0.733,0
0.734,0
0.735,0
0.736,0
0.737,0
0.738,0
0.739,0
0.740,0
0.741,0
0.742,0
0.743,0
0.744,0
0.745,0
0.746,0
0.747,0
0.748,0
0.749,0
0.750,0
0.751,0
0.752,0
0.753,0
0.754,0
0.755,0
0.756,0
0.757,0
0.758,0
0.759,0
0.760,0
0.761,0
0.762,0
0.763,0
0.764,0
0.765,0
0.766,0
0.767,0
0.768,0
0.769,0
0.770,0
0.771,0
0.772,0
0.773,0
0.774,0
0.775,0
0.776,0
0.777,0
0.778,0
0.779,0
0.780,0
0.781,0
0.782,0
0.783,0
0.784,0
0.785,0
0.786,0
0.787,0
0.788,0
0.789,0
0.790,0
0.791,0
0.792,0
0.793,0
0.794,0
0.795,0
0.796,0
0.797,0
0.798,0
0.799,0
0.800,0
0.801,0
0.802,0
0.803,0
0.804,0
0.805,0
0.806,0
0.807,0
0.808,0
0.809,0
0.810,0
0.811,0
0.812,0
0.813,0
0.814,0
0.815,0
0.816,0
0.817,0
0.818,0
0.819,0
0.820,0
0.821,0
0.822,0
0.823,0
0.824,0
0.825,0
0.826,0
0.827,0
0.828,0
0.829,0
0.830,0
0.831,0
0.832,0
0.833,0
0.834,0
0.835,0
0.836,0
0.837,0
0.838,0
0.839,0
0.840,0
0.841,0
0.842,0
0.843,0
0.844,0
0.845,0
0.846,0
0.847,0
0.848,0
0.849,0
0.850,0
0.851,0
0.852,0
0.853,0
0.854,0
0.855,0
0.856,0
0.857,0
0.858,0
0.859,0
0.860,0
0.861,0
0.862,0
0.863,0
0.864,0
0.865,0
0.866,0
0.867,0
0.868,0
0.869,0
0.870,0
0.871,0
0.872,0
0.873,0
0.874,0
0.875,0
0.876,0
0.877,0
0.878,0
0.879,0
0.880,0
0.881,0
0.882,0
0.883,0
0.884,0
0.885,0
0.886,0
0.887,0
0.888,0
0.889,0
0.890,0
0.891,0
0.892,0
0.893,0
0.894,0
0.895,0
0.896,0
0.897,0
0.898,0
0.899,0
0.900,0
0.901,0
0.902,0
0.903,0
0.904,0
0.905,0
0.906,0
0.907,0
0.908,0
0.909,0
0.910,0
0.911,0
0.912,0
0.913,0
0.914,0
0.915,0
0.916,0
0.917,0
0.918,0
0.919,0
0.920,0
0.921,0
0.922,0
0.923,0
0.924,0
0.925,0
0.926,0
0.927,0
0.928,0
0.929,0
0.930,0
0.931,0
0.932,0
0.933,0
0.934,0
0.935,0
0.936,0
0.937,0
0.938,0
0.939,0
0.940,0
0.941,0
0.942,0
0.943,0
0.944,0
0.945,0
0.946,0
0.947,0
0.948,0
0.949,0
0.950,0
0.951,0
0.952,0
0.953,0
0.954,0
0.955,0
0.956,0
0.957,0
0.958,0
0.959,0
0.960,0
0.961,0
0.962,0
0.963,0
0.964,0
0.965,0
0.966,0
0.967,0
0.968,0
0.969,0
0.970,0
0.971,0
0.972,0
0.973,0
0.974,0
0.975,0
0.976,0
0.977,0
0.978,0
0.979,0
0.980,0
0.981,0
0.982,0
0.983,0
0.984,0
0.985,0
0.986,0
0.987,0
0.988,0
0.989,0
0.990,0
0.991,0
0.992,0
0.993,0
0.994,0
0.995,0
0.996,0
0.997,0
0.998,0
0.999,0
1.000,0
1.001,0
1.002,0
1.003,0
1.004,0
1.005,0
1.006,0
1.007,0
1.008,0
1.009,0
1.010,0
1.011,0
1.012,0
1.013,0
1.014,0
1.015,0
1.016,0
1.017,0
1.018,0
1.019,0
1.020,0
1.021,0
1.022,0
1.023,0
1.024,0
1.025,0
1.026,0
1.027,0
1.028,0
1.029,0
1.030,0
1.031,0
1.032,0
1.033,0
1.034,0
1.035,0
1.036,0
1.037,0
1.038,0
1.039,0
1.040,0
1.041,0
1.042,0
1.043,0
1.044,0
1.045,0
1.046,0
1.047,0
1.048,0
1.049,0
1.050,0
1.051,0
1.052,0
1.053,0
1.054,0
1.055,0
1.056,0
1.057,0
1.058,0
1.059,0
1.060,0
1.061,0
1.062,0
1.063,0
1.064,0
1.065,0
1.066,0
1.067,0
1.068,0
1.069,0
1.070,0
1.071,0
1.072,0
1.073,0
1.074,0
1.075,0
1.076,0
1.077,0
1.078,0
1.079,0
1.080,0
1.081,0
1.082,0
1.083,0
1.084,0
1.085,0
1.086,0
1.087,0
1.088,0
1.089,0
1.090,0
1.091,0
1.092,0
1.093,0
1.094,0
1.095,0
1.096,0
1.097,0
1.098,0
1.099,0
1.100,0
1.101,0
1.102,0
1.103,0
1.104,0
1.105,0
1.106,0
1.107,0
1.108,0
1.109,0
1.110,0
1.111,0
1.112,0
1.113,0
1.114,0
1.115,0
1.116,0
1.117,0
1.118,0
1.119,0
1.120,0
1.121,0
1.122,0
1.123,0
1.124,0
1.125,0
1.126,0
1.127,0
1.128,0
1.129,0
1.130,0
1.131,0
1.132,0
1.133,0
1.134,0
1.135,0
1.136,0
1.137,0
1.138,0
1.139,0
1.140,0
1.141,0
1.142,0
1.143,0
1.144,0
1.145,0
1.146,0
1.147,0
1.148,0
1.149,0
1.150,0
1.151,0
1.152,0
1.153,0
1.154,0
1.155,0
1.156,0
1.157,0
1.158,0
1.159,0
1.160,0
1.161,0
1.162,0
1.163,0
1.164,0
1.165,0
1.166,0
1.167,0
1.168,0
1.169,0
1.170,0
1.171,0
1.172,0
1.173,0
1.174,0
1.175,0
1.176,0
1.177,0
1.178,0
1.179,0
1.180,0
1.181,0
1.182,0
1.183,0
1.184,0
1.185,0
1.186,0
1.187,0
1.188,0
1.189,0
1.190,0
1.191,0
1.192,0
1.193,0
1.194,0
1.195,0
1.196,0
1.197,0
1.198,0
1.199,0
1.200,0
1.201,0
1.202,0
1.203,0
1.204,0
1.205,0
1.206,0
1.207,0
1.208,0
1.209,0
1.210,0
1.211,0
1.212,0
1.213,0
1.214,0
1.215,0
1.216,0
1.217,0
1.218,0
1.219,0
1.220,0
1.221,0
1.222,0
1.223,0
1.224,0
1.225,0
1.226,0
1.227,0
1.228,0
1.229,0
1.230,0
1.231,0
1.232,0
1.233,0
1.234,0
1.235,0
1.236,0
1.237,0
1.238,0
1.239,0
1.240,0
1.241,0
1.242,0
1.243,0
1.244,0
1.245,0
1.246,0
1.247,0
1.248,0
1.249,0
1.250,0
1.251,0
1.252,0
1.253,0
1.254,0
1.255,0
1.256,0
1.257,0
1.258,0
1.259,0
1.260,0
1.261,0
1.262,0
1.263,0
1.264,0
1.265,0
1.266,0
1.267,0
1.268,0
1.269,0
1.270,0
1.271,0
1.272,0
1.273,0
1.274,0
1.275,0
1.276,0
1.277,0
1.278,0
1.279,0
1.280,0
1.281,0
1.282,0
1.283,0
1.284,0
1.285,0
1.286,0
1.287,0
1.288,0
1.289,0
1.290,0
1.291,0
1.292,0
1.293,0
1.294,0
1.295,0
1.296,0
1.297,0
1.298,0
1.299,0
1.300,0
1.301,0
1.302,0
1.303,0
1.304,0
1.305,0
1.306,0
1.307,0
1.308,0
1.309,0
1.310,0
1.311,0
1.312,0
1.313,0
1.314,0
1.315,0
1.316,0
1.317,0
1.318,0
1.319,0
1.320,0
1.321,0
1.322,0
1.323,0
1.324,0
1.325,0
1.326,0
1.327,0
1.328,0
1.329,0
1.330,0
1.331,0
1.332,0
1.333,0
1.334,0
1.335,0
1.336,0
1.337,0
1.338,0
1.339,0
1.340,0
1.341,0
1.342,0
1.343,0
1.344,0
1.345,0
1.346,0
1.347,0
1.348,0
1.349,0
1.350,0
1.351,0
1.352,0
1.353,0
1.354,0
1.355,0
1.356,0
1.357,0
1.358,0
1.359,0
1.360,0
1.361,0
1.362,0
1.363,0
1.364,0
1.365,0
1.366,0
1.367,0
1.368,0
1.369,0
1.370,0
1.371,0
1.372,0
1.373,0
1.374,0
1.375,0
1.376,0
1.377,0
1.378,0
1.379,0
1.380,0
1.381,0
1.382,0
1.383,0
1.384,0
1.385,0
1.386,0
1.387,0
1.388,0
1.389,0
1.390,0
1.391,0
1.392,0
1.393,0
1.394,0
1.395,0
1.396,0
1.397,0
1.398,0
1.399,0
1.400,0
1.401,0
1.402,0
1.403,0
1.404,0
1.405,0
1.406,0
1.407,0
1.408,0
1.409,0
1.410,0
1.411,0
1.412,0
1.413,0
1.414,0
1.415,0
1.416,0
1.417,0
1.418,0
1.419,0
1.420,0
1.421,0
1.422,0
1.423,0
1.424,0
1.425,0
1.426,0
1.427,0
1.428,0
1.429,0
1.430,0
1.431,0
1.432,0
1.433,0
1.434,0
1.435,0
1.436,0
1.437,0
1.438,0
1.439,0
1.440,0
1.441,0
1.442,0
1.443,0
1.444,0
1.445,0
1.446,0
1.447,0
1.448,0
1.449,0
1.450,0
1.451,0
1.452,0
1.453,0
1.454,0
1.455,0
1.456,0
1.457,0
1.458,0
1.459,0
1.460,0
1.461,0
1.462,0
1.463,0
1.464,0
1.465,0
1.466,0
1.467,0
1.468,0
1.469,0
1.470,0
1.471,0
1.472,0
1.473,0
1.474,0
1.475,0
1.476,0
1.477,0
1.478,0
1.479,0
1.480,0
1.481,0
1.482,0
1.483,0
1.484,0
1.485,0
1.486,0
1.487,0
1.488,0
1.489,0
1.490,0
1.491,0
1.492,0
1.493,0
1.494,0
1.495,0
1.496,0
1.497,0
1.498,0
1.499,0
1.500,0
1.501,0
1.502,0
1.503,0
1.504,0
1.505,0
1.506,0
1.507,0
1.508,0
1.509,0
1.510,0
1.511,0
1.512,0
1.513,0
1.514,0
1.515,0
1.516,0
1.517,0
1.518,0
1.519,0
1.520,0
1.521,0
1.522,0
1.523,0
1.524,0
1.525,0
1.526,0
1.527,0
1.528,0
1.529,0
1.530,0
1.531,0
1.532,0
1.533,0
1.534,0
1.535,0
1.536,0
1.537,0
1.538,0
1.539,0
1.540,0
1.541,0
1.542,0
1.543,0
1.544,0
1.545,0
1.546,0
1.547,0
1.548,0
1.549,0
1.550,0
1.551,0
1.552,0
1.553,0
1.554,0
1.555,0
1.556,0
1.557,0
1.558,0
1.559,0
1.560,0
1.561,0
1.562,0
1.563,0
1.564,0
1.565,0
1.566,0
1.567,0
1.568,0
1.569,0
1.570,0
1.571,0
1.572,0
1.573,0
1.574,0
1.575,0
1.576,0
1.577,0
1.578,0
1.579,0
1.580,0
1.581,0
1.582,0
1.583,0
1.584,0
1.585,0
1.586,0
1.587,0
1.588,0
1.589,0
1.590,0
1.591,0
1.592,0
1.593,0
1.594,0
1.595,0
1.596,0
1.597,0
1.598,0
1.599,0
1.600,0
1.601,0
1.602,0
1.603,0
1.604,0
1.605,0
1.606,0
1.607,0
1.608,0
1.609,0
1.610,0
1.611,0
1.612,0
1.613,0
1.614,0
1.615,0
1.616,0
1.617,0
1.618,0
1.619,0
1.620,0
1.621,0
1.622,0
1.623,0
1.624,0
1.625,0
1.626,0
1.627,0
1.628,0
1.629,0
1.630,0
1.631,0
1.632,0
1.633,0
1.634,0
1.635,0
1.636,0
1.637,0
1.638,0
1.639,0
1.640,0
1.641,0
1.642,0
1.643,0
1.644,0
1.645,0
1.646,0
1.647,0
1.648,0
1.649,0
1.650,0
1.651,0
1.652,0
1.653,0
1.654,0
1.655,0
1.656,0
1.657,0
1.658,0
1.659,0
1.660,0
1.661,0
1.662,0
1.663,0
1.664,0
1.665,0
1.666,0
1.667,0
1.668,0
1.669,0
1.670,0
1.671,0
1.672,0
1.673,0
1.674,0
1.675,0
1.676,0
1.677,0
1.678,0
1.679,0
1.680,0
1.681,0
1.682,0
1.683,0
1.684,0
1.685,0
1.686,0
1.687,0
1.688,0
1.689,0
1.690,0
1.691,0
1.692,0
1.693,0
1.694,0
1.695,0
1.696,0
1.697,0
1.698,0
1.699,0
1.700,0
